"","title","date","place"
"330","潘基文籲北韓放棄火箭發射計畫 ","2016.02.04"," 美國"
"331","美國愛荷華州初選，柯琳頓險勝 ","2016.02.03"," 美國"
"332","加強打擊IS，美擬增2017年軍費 ","2016.02.03"," 美國"
"333","共和黨總統參選人克魯茲贏得愛阿華州總統提名初選 ","2016.02.02"," 美國"
"334","美CDC：「世衛」籲全球共抗「茲卡病毒」 ","2016.02.02"," 美國"
"335","美國去年第4季經濟成長僅0.7% ","2016.01.30"," 美國"
"336","美國國務院：希拉蕊22封電郵內含「最高機密」資料 ","2016.01.30"," 美國"
"337","加國將簽署TPP，但國會未必批准 ","2016.01.27"," 加拿大"
"338","茲卡病毒肆虐，巴西將動員軍方宣導防疫措施 ","2016.01.27"," 巴西"
"339","角逐「聯合國」秘書長職位，保加利亞兩位女性呼聲最高 ","2016.01.27"," 美國"
"340","紐約前市長彭博擬自掏腰包10億美元參選總統 ","2016.01.25"," 美國"
"341","歐巴馬承諾梅克爾將提供奧援，緩解難民危機 ","2016.01.22"," 美國"
"342","美國務院宣布赴美免簽新規定 ","2016.01.22"," 美國"
"343","IMF下修2016年全球經濟成長預測至3.4% ","2016.01.20"," 美國"
"344","新的一年美國經濟難有出色表現 ","2016.01.20"," 美國"
"345","加拿大經濟熄火，政府官員面臨壓力 ","2016.01.18"," 加拿大"
"346","美國將制裁伊朗彈道飛彈計畫 ","2016.01.18"," 美國"
"347","約旦國王與歐巴馬預計於2月會晤 ","2016.01.15"," 美國"
"348","美威力球史上最高彩金15億美元，至少1人中獎 ","2016.01.14"," 美國"
"349","歐巴馬任內最後一次國情咨文：勿害怕未來 ","2016.01.13"," 美國"
"350","美國考慮為敘利亞境內遜尼派武裝團體提供訓練 ","2016.01.13"," 美國"
"351","摩根士丹利：油價可能跌至每桶20美元 ","2016.01.12"," 美國"
"352","歐巴馬加強槍枝管制引發爭議 ","2016.01.05"," 美國"
"353","白宮呼籲沙烏地阿拉伯與伊朗保持克制 ","2016.01.05"," 美國"
"354","加拿大總理小杜魯道將於3月訪問美國 ","2015.12.30"," 加拿大"
"355","前紐約州長退出共和黨總統初選 ","2015.12.30"," 美國"
"356","美國最受景仰人物排行榜出爐，歐巴馬、希拉蕊奪冠 ","2015.12.29"," 美國"
"357","龍捲風及暴雨襲美德州，釀至少11死 ","2015.12.28"," 美國"
"358","美國計畫大規模遣返中美洲非法移民 ","2015.12.25"," 美國"
"359","加拿大今年可能無法達成安置1萬名敘利亞難民的目標 ","2015.12.24"," 加拿大"
"360","SpaceX成功回收火箭，寫下歷史 ","2015.12.23"," 美國"
"361","小杜魯道總理獲選為加拿大年度風雲人物 ","2015.12.22"," 加拿大"
"362","越南人權律師阮文岱被捕，美政府表達關切 ","2015.12.22"," 美國"
"363","聯合國安理會通過決議案，支持敘利亞和平進程 ","2015.12.21"," 美國"
"364","在美就讀中小學的中國大陸學生人數日增 ","2015.12.21"," 美國"
"365","美古巴將重啟定期商務航班，歐巴馬籲解除禁運 ","2015.12.18"," 美國"
"366","安理會通過決議案，斬斷IS財源 ","2015.12.18"," 美國"
"367","加拿大盼北韓儘早釋放韓裔加拿大牧師林鉉洙 ","2015.12.18"," 加拿大"
"368","美國聯準會宣布升息一碼，揮別零利率時代 ","2015.12.17"," 美國"
