"","title","date","place"
"327","德國3邦地方議會選舉，考驗梅克爾難民政策 ","2016.03.14"," 德國"
"328","歐洲央行下猛藥救經濟，宣布降息、加碼QE ","2016.03.11"," 德國"
"329","斯洛維尼亞允諾4月起恢復接收難民 ","2016.03.11"," 斯洛維尼亞"
"330","阻難民入西歐，斯洛維尼亞推邊管新制 ","2016.03.10"," 斯洛維尼亞"
"331","「世衛」呼籲孕婦避開茲卡病毒疫區 ","2016.03.09"," 瑞士"
"332","「歐盟」與土耳其難民協議草案遭質疑 ","2016.03.09"," 比利時"
"333","土耳其與「歐盟」就難民問題達成有條件協議 ","2016.03.08"," 比利時"
"334","阻人蛇集團偷渡難民，「北約」將派艦赴愛琴海巡邏 ","2016.03.08"," 比利時"
"335","遏止難民潮，「歐盟」與土耳其召開緊急峰會 ","2016.03.07"," 比利時"
"336","奧地利籲「歐盟」明定難民收容上限 ","2016.03.07"," 奧地利"
"337","「申根區」自由通行制可望11月前恢復 ","2016.03.04"," 比利時"
"338","逾7成俄人支持普亭連任總統 ","2016.03.04"," 俄羅斯"
"339","「歐盟」：7億歐元助成員國因應移民危機 ","2016.03.03"," 比利時"
"340","法國種族歧視問題呈現惡化趨勢 ","2016.03.03"," 法國"
"341","因應難民危機，「歐盟」將提緊急應變計畫 ","2016.03.02"," 比利時"
"342","聯合國難民署：今年抵歐難民已逾13萬人 ","2016.03.02"," 瑞士"
"343","德總理譴責邊境限制，奧國反駁稱「荒謬」 ","2016.03.02"," 奧地利"
"344","產量凍結獲共識，國際油價18月來首揚 ","2016.03.02"," 俄羅斯"
"345","「蘇格蘭民族黨」黨魁支持英國續留「歐盟」 ","2016.03.01"," 英國"
"346","馬其頓警方以催淚彈驅離闖關移民 ","2016.03.01"," 馬其頓"
"347","法國拆除加萊難民營，爆發警民衝突 ","2016.03.01"," 法國"
"348","德國國會決議緊縮難民庇護法規 ","2016.02.26"," 德國"
"349","移民危機：希臘召回駐奧地利大使 ","2016.02.26"," 希臘"
"350","西班牙兩政黨協議組閣，席次未過半恐功敗垂成 ","2016.02.25"," 西班牙"
"351","匈牙利將就「歐盟」難民收留配額舉行公投 ","2016.02.25"," 匈牙利"
"352","歐洲難民危機：比利時加入邊境管制行列 ","2016.02.25"," 比利時"
"353","過半荷蘭民眾希望舉行「脫歐公投」 ","2016.02.24"," 荷蘭"
"354","「歐洲刑警組織」：人蛇發難民財，年賺數十億歐元 ","2016.02.24"," 荷蘭"
"355","馬其頓關閉邊境，上千難民滯留希臘 ","2016.02.23"," 馬其頓"
"356","「歐洲警政署」：至少5,000名「聖戰士」滲透「歐盟」 ","2016.02.23"," 荷蘭"
"357","德國難民中心起火，旁觀者幸災樂禍 ","2016.02.22"," 德國"
"358","倫敦市長表態支持英國「脫歐」 ","2016.02.22"," 英國"
"359","奧地利堅持對難民收容人數設限，「歐盟」國家反彈 ","2016.02.19"," 奧地利"
"360","「歐盟」峰會登場，英國留歐談判陷入膠著 ","2016.02.19"," 比利時"
"361","「歐盟」將於3月與土耳其舉行峰會討論難民問題 ","2016.02.19"," 比利時"
"362","「無國界醫生組織」呼籲對敘利亞空襲展開獨立調查 ","2016.02.19"," 瑞士"
"363","烏克蘭「豬流感」至今已釀253死 ","2016.02.19"," 烏克蘭"
"364","抗「茲卡」疫情，WHO擬「以蚊制蚊」 ","2016.02.18"," 瑞士"
"365","「歐盟」峰會在即，英國改革協議成棘手難題 ","2016.02.17"," 比利時"
"366","法國國民議會通過延長緊急狀態 ","2016.02.17"," 法國"
"367","歐洲鋼鐵工人上街抗議中國大陸傾銷 ","2016.02.16"," 比利時"
"368","「歐盟」解除對白俄羅斯之制裁 ","2016.02.16"," 白俄羅斯"
"369","俄羅斯強烈敦促北韓勿發射火箭 ","2016.02.05"," 俄羅斯"
"370","抗議退休金改革計畫，希臘出現大規模罷工 ","2016.02.05"," 希臘"
"371","西班牙孕婦染茲卡，歐洲首例 ","2016.02.05"," 西班牙"
"372","教宗讚揚中國大陸之言論招致批評 ","2016.02.04"," 梵蒂岡"
"373","「國際記者聯盟」：25年來至少2,297名記者遇害 ","2016.02.04"," 比利時"
"374","法國擬延長國家緊急狀態 ","2016.02.04"," 法國"
"375","教宗對中國大陸釋出善意 ","2016.02.03"," 梵蒂岡"
"376","西班牙國王要求第二大黨籌組新政府 ","2016.02.03"," 西班牙"
"377","防英脫歐，「歐盟」提四大改革方向 ","2016.02.03"," 比利時"
"378","「伊斯蘭國」受害性奴獲諾貝爾和平獎提名 ","2016.02.02"," 挪威"
"379","WHO將「茲卡病毒」列為全球緊急公衛事件 ","2016.02.02"," 瑞士"
"380","為難民兒童受教權請命，馬拉拉籲全球募款助學 ","2016.02.01"," 英國"
"381","希臘島民獲連署提名「諾貝爾和平獎」 ","2016.02.01"," 希臘"
"382","對抗IS，荷蘭宣布加入敘利亞空襲行動 ","2016.01.30"," 荷蘭"
"383","德國南部難民收留中心遭扔擲手榴彈 ","2016.01.30"," 德國"
"384","瑞士檢方調查大馬主權基金遭盜領40億美元案件 ","2016.01.30"," 瑞士"
"385","芬蘭擬驅離2萬名申請庇護遭拒之難民 ","2016.01.29"," 芬蘭"
"386","抵擋難民潮，德國庇護政策緊縮 ","2016.01.29"," 德國"
"387","伊朗總統訪法簽署經濟協議 ","2016.01.29"," 法國"
"388","法國司法部長陶比拉請辭 ","2016.01.28"," 法國"
"389","瑞典將遣返不符庇護申請標準之移民 ","2016.01.28"," 瑞典"
"390","丹麥國會通過具爭議性的移民法案 ","2016.01.27"," 丹麥"
"391","世衛：茲卡病毒恐蔓延全美洲 ","2016.01.26"," 瑞士"
"392","經濟制裁解除，伊朗總統訪問義大利 ","2016.01.26"," 義大利"
"393","大陸釋放瑞典維權人士，瑞典關注桂民海安危 ","2016.01.26"," 瑞典"
"394","巴黎恐攻歹徒揚言攻擊英國 ","2016.01.25"," 英國"
"395","匈牙利擬修憲限制自由，民眾上街抗議 ","2016.01.25"," 匈牙利"
"396","葡萄牙總統大選，中間偏右派候選人當選 ","2016.01.25"," 葡萄牙"
"397","法國：對俄制裁可望今夏解除 ","2016.01.25"," 俄羅斯"
"398","法總理：「歐盟」恐因連串危機分崩離析 ","2016.01.22"," 瑞士"
"399","英國支持IMF總裁爭取連任 ","2016.01.21"," 美國"
"400","奧地利縮減接收庇護申請者的人數 ","2016.01.21"," 奧地利"
"401","反IS聯軍將在布魯塞爾共商大計 ","2016.01.21"," 比利時"
"402","法國進入經濟緊急狀態，擬斥資20億歐元救經濟 ","2016.01.20"," 法國"
"403","俄羅斯「豬流感」疫情漸趨嚴重 ","2016.01.20"," 俄羅斯"
"404","禁止川普入境英國？英國會展開辯論 ","2016.01.19"," 英國"
"405","科隆集體性騷擾案，德國警方逮捕首名嫌犯 ","2016.01.19"," 德國"
"406","英首相助穆斯林女性學英文，解決性別歧視 ","2016.01.18"," 英國"
"407","國際油價跌破30美元大關 ","2016.01.18"," 英國"
"408","俄羅斯擬向阿富汗提供軍武 ","2016.01.15"," 俄羅斯"
"409","普亭宣稱俄國研發出最有效伊波拉疫苗 ","2016.01.14"," 俄羅斯"
"410","基輔與親俄叛軍再次達成停火協議 ","2016.01.14"," 烏克蘭"
"411","梅克爾：封鎖邊境恐衝擊「歐盟單一市場」 ","2016.01.13"," 德國"
"412","科隆性侵事件影響，梅克爾聲勢下滑 ","2016.01.12"," 德國"
"413","加泰隆尼亞選出新主席，將繼續推動獨立 ","2016.01.11"," 西班牙"
"414","波蘭政府召見德國大使，對德方批評言論表達關切 ","2016.01.11"," 波蘭"
"415","德國司法部長：科隆性侵事件是「預謀」犯案 ","2016.01.11"," 德國"
"416","德國科隆跨年夜爆大規模性侵，震驚德國 ","2016.01.06"," 德國"
"417","丹麥加強邊界管制，遏止難民潮 ","2016.01.05"," 丹麥"
"418","俄新版國安戰略出爐，美首度名列威脅之一 ","2016.01.05"," 俄羅斯"
"419","加泰隆尼亞組閣失敗，可能再度舉行選舉 ","2016.01.04"," 西班牙"
"420","「聯合國」：今年循海路抵歐難民逾百萬人 ","2015.12.31"," 德國"
"421","擔心恐攻比利時布魯塞爾決定取消跨年煙火秀 ","2015.12.31"," 比利時"
"422","波蘭保守政府急欲通過法案，要讓公共媒體噤聲 ","2015.12.30"," 波蘭"
"423","西班牙政府提議明年最低工資調漲1% ","2015.12.29"," 西班牙"
"424","英國部分地區豪雨成災，數百人被迫撤離 ","2015.12.28"," 英國"
"425","奧地利稱歐各大首都面臨恐攻威脅 ","2015.12.28"," 奧地利"
"426","教宗主持平安夜彌撒，籲世人摒棄物質主義 ","2015.12.25"," 梵蒂岡"
"427","比利時逮捕第9名巴黎恐攻嫌犯 ","2015.12.25"," 比利時"
"428","俄印簽署國防及能源協定 ","2015.12.25"," 俄羅斯"
"429","法國政府提出憲法修正案打擊恐怖主義 ","2015.12.24"," 法國"
"430","俄對敘利亞空襲造成200平民死亡 ","2015.12.24"," 俄羅斯"
"431","打擊「伊斯蘭國」，俄國與「塔利班」分享情資 ","2015.12.24"," 俄羅斯"
"432","西班牙「社會黨」拒絕與執政黨合組聯合政府 ","2015.12.24"," 西班牙"
"433","德國強制遣返來自巴爾幹半島國家的經濟移民 ","2015.12.24"," 德國"
"434","明年起赴俄簽證需線上申辦 ","2015.12.24"," 俄羅斯"
"435","「國際移民組織」：今年抵達歐洲的難民人數突破百萬人 ","2015.12.23"," 瑞士"
"436","布蘭特原油價格跌至36.04美元，創下11年新低 ","2015.12.22"," 英國"
"437","「歐盟」對俄制裁延至明年7月 ","2015.12.22"," 比利時"
"438","西班牙國會大選，執政黨失去多數席次 ","2015.12.21"," 西班牙"
"439","巴黎恐攻嫌犯曾使用加密通訊軟體 ","2015.12.18"," 法國"
"440","法國極右派領袖張貼IS殺害人質照片招致批評 ","2015.12.17"," 法國"
"441","荷蘭首相呂特躲過譴責動議 ","2015.12.17"," 荷蘭"
"442","俄羅斯推出自有信用卡系統 ","2015.12.17"," 俄羅斯"
"443","美俄同意就敘利亞問題恢復協商 ","2015.12.16"," 俄羅斯"
"444","捷克內閣批准接受伊拉克基督徒難民 ","2015.12.16"," 捷克"
